Retailer Name,Retailer ID,Invoice Date,Region,State,District,Product,Price per Unit (INR),Units Sold,Total Sales (INR),Operating Profit (INR),Sales Method
Exclusive Footwear Hub,46983,7/10/2023,West,Maharashtra,Pune,Sandals,1359,27,36693,6018.018714,Online
Prime Run Co,20463,1/29/2021,West,Maharashtra,Mumbai,Sneakers,1514,8,12112,2516.526383,Offline
Great Run Store,43888,5/6/2022,South,Karnataka,Hubli,Boots,4314,17,73338,20386.011,Offline
Prime Trend Mart,45695,1/24/2019,East,West Bengal,Darjeeling,Sneakers,1175,9,10575,3062.701517,Offline
Great Fashion Co,29437,3/28/2018,North,Punjab,Amritsar,Boots,1358,28,38024,7739.772314,Online
Quality Walk Emporium,54015,1/21/2020,South,Tamil Nadu,Coimbatore,Sandals,4610,16,73760,13023.78744,Offline
Exclusive Walk Company,80530,1/3/2019,West,Maharashtra,Nagpur,Sneakers,546,90,49140,6077.521155,Online
Fresh Footwear Store,20598,10/17/2021,South,Tamil Nadu,Coimbatore,Sandals,980,8,7840,2048.517843,Online
Quality Trend Co,68801,12/3/2023,South,Karnataka,Mysore,Sneakers,2398,92,220616,54427.19056,Online
Fresh Shoe Company,92129,5/29/2019,South,Karnataka,Mysore,Heels,1735,14,24290,3069.272111,Offline
Quality Shoe Boutique,73363,1/13/2023,South,Karnataka,Bengaluru,Sneakers,3373,85,286705,42088.27663,Offline
Reliable Run Co,30549,8/31/2018,West,Maharashtra,Nagpur,Formal Shoes,2679,78,208962,54707.97463,Online
Great Trend Company,21890,6/12/2019,South,Tamil Nadu,Coimbatore,Sandals,2331,35,81585,17963.30453,Offline
Urban Walk Mart,78618,3/18/2020,East,West Bengal,Darjeeling,Sneakers,1739,10,17390,3346.014827,Offline
Quality Path Co,99670,7/28/2022,South,Karnataka,Hubli,Formal Shoes,3575,44,157300,31326.48542,Offline
Reliable Walk Boutique,25626,5/10/2021,North,Punjab,Amritsar,Formal Shoes,4445,24,106680,26597.15542,Online
Top Path Emporium,46367,9/10/2023,South,Tamil Nadu,Chennai,Formal Shoes,3218,30,96540,13211.15634,Offline
Best Journey Emporium,71418,12/4/2022,East,West Bengal,Darjeeling,Sandals,2527,50,126350,34007.59877,Offline
Best Footwear Boutique,54410,9/6/2022,North,Punjab,Jalandhar,Heels,2493,15,37395,8794.728628,Offline
Urban Footwear Store,51441,5/12/2022,North,Punjab,Ludhiana,Boots,2227,95,211565,35877.41508,Online
New Shoe Outlet,72342,2/15/2018,South,Karnataka,Hubli,Sneakers,597,83,49551,13496.34143,Online
Urban Style Store,30361,11/22/2018,North,Punjab,Ludhiana,Formal Shoes,4117,38,156446,38439.30236,Online
Prime Run Company,29246,7/10/2022,West,Maharashtra,Nagpur,Boots,1464,42,61488,17099.00679,Offline
Reliable Step Place,20641,8/17/2021,South,Karnataka,Mysore,Sneakers,4701,21,98721,16284.37943,Offline
Best Footwear Boutique,54410,3/4/2018,East,West Bengal,Howrah,Boots,2578,50,128900,36901.18797,Offline
Reliable Shoe Place,73287,4/27/2023,South,Tamil Nadu,Coimbatore,Formal Shoes,4151,58,240758,69114.48887,Offline
Top Fashion Mart,42268,9/23/2019,South,Karnataka,Mysore,Sneakers,1288,89,114632,13411.28566,Offline
Great Journey Place,84685,1/26/2018,West,Maharashtra,Pune,Sandals,1658,46,76268,20423.22232,Online
New Shoe Mart,10980,11/18/2022,South,Karnataka,Bengaluru,Boots,3257,22,71654,9361.741778,Online
Quality Journey Emporium,33351,7/17/2022,South,Karnataka,Hubli,Sneakers,1152,22,25344,2818.935741,Offline
Great Journey Place,84685,11/7/2019,East,West Bengal,Darjeeling,Formal Shoes,955,55,52525,11781.40879,Online
Exclusive Run Co,48480,1/21/2020,West,Maharashtra,Mumbai,Sandals,2387,72,171864,35473.45977,Online
Best Trend Co,22065,2/3/2022,West,Maharashtra,Pune,Sandals,4142,3,12426,1666.828422,Online
Prime Run Company,29246,1/15/2020,East,West Bengal,Darjeeling,Sandals,4625,61,282125,62782.3722,Online
Quality Walk Outlet,22827,1/9/2018,West,Maharashtra,Mumbai,Boots,1344,64,86016,13796.10239,Offline
Fresh Path Boutique,34092,6/12/2023,North,Punjab,Ludhiana,Sneakers,1994,73,145562,43336.16654,Offline
Fresh Fashion Hub,18797,9/5/2020,West,Maharashtra,Mumbai,Formal Shoes,3589,73,261997,54392.00693,Online
Urban Walk Place,23524,12/22/2021,North,Punjab,Jalandhar,Formal Shoes,4867,76,369892,87293.82923,Online
Best Step Emporium,74025,2/19/2020,South,Tamil Nadu,Coimbatore,Boots,3700,41,151700,27940.53388,Online
Fresh Step Co,32221,12/26/2020,West,Maharashtra,Nagpur,Boots,2379,73,173667,42684.7359,Online
Reliable Trend Outlet,49326,4/4/2019,South,Karnataka,Mysore,Heels,1799,19,34181,9868.344103,Offline
Great Fashion Hub,10423,3/26/2023,East,West Bengal,Darjeeling,Sneakers,3104,6,18624,4666.401576,Online
Best Fashion Store,92496,5/10/2018,North,Punjab,Jalandhar,Boots,3963,48,190224,56942.65752,Offline
Exclusive Run Mart,22489,10/8/2021,East,West Bengal,Howrah,Formal Shoes,1423,72,102456,17162.87736,Offline
Best Trend Co,22065,10/23/2020,South,Tamil Nadu,Madurai,Boots,2348,17,39916,8026.676094,Online
Reliable Shoe Company,33198,8/13/2022,South,Tamil Nadu,Madurai,Sandals,3738,63,235494,66998.42017,Online
Prime Style Hub,66818,12/18/2021,South,Tamil Nadu,Chennai,Heels,1731,12,20772,3708.619979,Online
Best Footwear Outlet,29709,2/2/2021,South,Tamil Nadu,Madurai,Heels,1633,30,48990,7271.324692,Offline
Exclusive Fashion Company,17588,8/26/2020,East,West Bengal,Kolkata,Sandals,1599,43,68757,9258.819769,Online
Best Shoe Place,18959,11/8/2023,East,West Bengal,Howrah,Sneakers,663,25,16575,1667.327473,Offline
Great Style Boutique,36829,11/14/2018,West,Maharashtra,Pune,Sneakers,2484,26,64584,18887.04112,Online
New Run Store,99541,7/10/2018,South,Karnataka,Hubli,Sneakers,596,49,29204,5739.658685,Online
Prime Footwear Place,21941,3/1/2019,North,Punjab,Jalandhar,Boots,3131,98,306838,66359.58338,Offline
Reliable Trend Outlet,49326,9/30/2021,East,West Bengal,Kolkata,Heels,3260,74,241240,39677.39401,Offline
Quality Path Co,99670,3/2/2019,North,Punjab,Ludhiana,Boots,4585,21,96285,25968.22064,Offline
Prime Walk Boutique,83635,10/18/2023,South,Karnataka,Hubli,Formal Shoes,3452,91,314132,42039.42922,Online
Great Shoe Place,99115,8/8/2018,West,Maharashtra,Pune,Boots,570,8,4560,1250.102575,Online
Fresh Shoe Company,92129,11/20/2021,South,Karnataka,Mysore,Formal Shoes,3252,50,162600,30515.05862,Offline
Urban Style Store,30361,11/24/2022,East,West Bengal,Howrah,Heels,3525,46,162150,21571.26734,Online
Urban Walk Place,23524,2/25/2018,West,Maharashtra,Mumbai,Formal Shoes,2622,48,125856,27370.2369,Offline
Great Run Store,43888,9/5/2021,East,West Bengal,Kolkata,Boots,3243,68,220524,49084.10297,Online
Great Shoe Boutique,54977,7/19/2023,North,Punjab,Amritsar,Heels,502,79,39658,9632.176187,Online
Best Fashion Company,45328,10/28/2020,North,Punjab,Jalandhar,Sneakers,3165,94,297510,36446.07541,Offline
Urban Walk Place,23524,10/20/2023,East,West Bengal,Howrah,Boots,4858,49,238042,62733.35404,Offline
Fresh Footwear Emporium,69166,4/19/2023,South,Karnataka,Mysore,Heels,968,73,70664,11366.35278,Online
Urban Trend Mart,96086,6/11/2020,West,Maharashtra,Nagpur,Formal Shoes,4142,88,364496,43713.05734,Online
Great Fashion Co,29437,11/30/2018,West,Maharashtra,Nagpur,Formal Shoes,3544,71,251624,67422.22615,Online
New Style Mart,40094,1/16/2019,South,Karnataka,Hubli,Heels,3773,68,256564,46562.91728,Online
Top Trend Hub,82785,8/7/2022,South,Tamil Nadu,Chennai,Sneakers,4572,75,342900,74266.41757,Online
Urban Footwear Store,51441,5/21/2021,East,West Bengal,Howrah,Heels,3002,4,12008,1620.12915,Offline
Fresh Shoe Company,92129,8/18/2019,West,Maharashtra,Pune,Heels,4533,43,194919,31974.3816,Online
Fresh Style Store,31353,12/22/2020,North,Punjab,Amritsar,Heels,1053,38,40014,5896.532959,Offline
Reliable Fashion Mart,86336,12/1/2020,East,West Bengal,Howrah,Boots,2845,5,14225,1872.725918,Online
Prime Walk Boutique,83635,11/11/2023,South,Tamil Nadu,Coimbatore,Heels,3677,44,161788,30709.74031,Offline
Top Footwear Place,80001,7/19/2018,East,West Bengal,Darjeeling,Boots,4339,66,286374,30505.26429,Offline
Quality Step Outlet,73022,8/18/2020,East,West Bengal,Kolkata,Boots,3275,16,52400,14652.52941,Online
Urban Fashion Store,66946,2/19/2021,West,Maharashtra,Mumbai,Sneakers,4968,97,481896,129594.3038,Offline
New Journey Outlet,40578,4/3/2023,East,West Bengal,Darjeeling,Formal Shoes,838,71,59498,15308.49014,Offline
Quality Trend Place,31372,8/27/2022,North,Punjab,Amritsar,Sandals,1185,29,34365,4398.346506,Offline
Top Journey Co,48545,2/17/2018,East,West Bengal,Kolkata,Formal Shoes,1823,50,91150,24092.0295,Offline
Best Step Co,89317,3/6/2020,East,West Bengal,Kolkata,Heels,4836,90,435240,91660.38849,Offline
New Shoe Outlet,72342,10/11/2019,South,Karnataka,Bengaluru,Sandals,3407,97,330479,48926.54493,Offline
Great Step Co,54022,12/24/2022,West,Maharashtra,Nagpur,Sandals,3647,17,61999,13280.18497,Offline
Quality Style Boutique,16925,6/28/2023,East,West Bengal,Howrah,Boots,1216,38,46208,13841.82451,Online
Exclusive Run Co,48480,5/18/2022,West,Maharashtra,Nagpur,Formal Shoes,3916,1,3916,1051.670526,Offline
Best Path Store,35884,7/13/2019,South,Tamil Nadu,Chennai,Sneakers,1589,32,50848,10416.66179,Offline
Best Fashion Co,77338,4/7/2020,North,Punjab,Amritsar,Formal Shoes,4713,95,447735,78415.38101,Online
Great Journey Outlet,64642,3/10/2018,East,West Bengal,Darjeeling,Boots,4810,1,4810,1144.020953,Online
Great Walk Mart,82118,8/23/2021,West,Maharashtra,Pune,Formal Shoes,4773,51,243423,40943.22823,Online
Top Trend Company,29981,2/2/2021,South,Tamil Nadu,Madurai,Sneakers,3949,36,142164,40460.6349,Offline
New Style Company,34462,12/3/2022,South,Karnataka,Mysore,Sneakers,1585,64,101440,28207.18594,Online
Top Journey Co,48545,11/21/2022,South,Tamil Nadu,Chennai,Sneakers,3011,4,12044,2473.580154,Offline
Reliable Run Co,30549,2/10/2020,South,Karnataka,Mysore,Sneakers,3543,81,286983,47323.46934,Online
Reliable Shoe Place,73287,5/18/2019,South,Tamil Nadu,Madurai,Boots,3988,95,378860,91219.53566,Online
Prime Shoe Emporium,81135,8/1/2019,West,Maharashtra,Mumbai,Boots,1773,47,83331,20132.59727,Online
Reliable Shoe Place,73287,2/10/2021,South,Tamil Nadu,Coimbatore,Sandals,3940,80,315200,57138.01596,Offline
New Journey Outlet,40578,12/23/2021,East,West Bengal,Kolkata,Heels,2993,73,218489,33172.61586,Online
Top Footwear Co,33817,6/27/2020,West,Maharashtra,Pune,Sneakers,4120,29,119480,16227.54763,Online
New Step Hub,12630,3/25/2023,West,Maharashtra,Pune,Boots,3269,85,277865,30098.04811,Online
Quality Walk Emporium,54015,2/5/2022,South,Karnataka,Hubli,Sneakers,3666,66,241956,29670.23071,Online
Fresh Style Hub,65840,9/5/2019,West,Maharashtra,Nagpur,Boots,2338,22,51436,6834.323462,Online
Prime Run Emporium,14287,3/23/2020,North,Punjab,Jalandhar,Boots,2750,98,269500,46776.96543,Online
Exclusive Fashion Hub,32618,1/15/2018,North,Punjab,Amritsar,Sandals,3819,20,76380,18230.34706,Offline
Top Path Place,92034,12/12/2019,North,Punjab,Ludhiana,Sandals,4547,39,177333,38382.31068,Online
Great Journey Outlet,64642,2/11/2019,South,Tamil Nadu,Madurai,Heels,4061,78,316758,90861.34307,Offline
Great Journey Company,64864,8/7/2021,East,West Bengal,Howrah,Formal Shoes,4011,35,140385,21567.02845,Online
Urban Fashion Store,66946,3/14/2023,South,Karnataka,Bengaluru,Sandals,4545,67,304515,90737.59422,Online
Great Path Place,88434,5/3/2022,South,Karnataka,Mysore,Sneakers,4130,4,16520,3020.278858,Offline
Great Style Emporium,92271,3/10/2020,South,Karnataka,Bengaluru,Boots,1812,98,177576,50889.73862,Offline
Great Shoe Store,94952,1/4/2018,East,West Bengal,Kolkata,Sneakers,2219,3,6657,1946.97212,Online
Quality Walk Hub,34891,9/18/2022,East,West Bengal,Howrah,Boots,3153,65,204945,39715.24683,Online
Great Shoe Co,39528,3/11/2021,South,Tamil Nadu,Madurai,Sneakers,2254,24,54096,12486.37924,Online
Exclusive Style Hub,77676,1/3/2019,North,Punjab,Ludhiana,Heels,1683,62,104346,13191.70184,Offline
Urban Style Store,30361,8/24/2020,South,Karnataka,Mysore,Sneakers,4011,50,200550,54151.97515,Online
Best Journey Boutique,77242,11/22/2023,South,Karnataka,Bengaluru,Formal Shoes,1548,88,136224,20926.29612,Offline
Exclusive Journey Store,81968,5/16/2021,North,Punjab,Jalandhar,Sneakers,590,66,38940,4675.978845,Online
Best Footwear Outlet,29709,2/21/2023,East,West Bengal,Darjeeling,Heels,2461,85,209185,57915.60009,Offline
Top Footwear Place,80001,11/2/2021,West,Maharashtra,Mumbai,Sneakers,514,84,43176,12307.70153,Online
Urban Fashion Store,66946,6/19/2021,North,Punjab,Jalandhar,Sandals,2431,53,128843,30598.50254,Offline
Fresh Style Hub,65840,10/13/2020,South,Karnataka,Bengaluru,Boots,3491,95,331645,90833.41956,Offline
Reliable Walk Boutique,25626,12/26/2023,East,West Bengal,Darjeeling,Sandals,1168,73,85264,21657.62754,Offline
Prime Trend Co,28439,2/17/2019,West,Maharashtra,Mumbai,Formal Shoes,1255,95,119225,26017.44745,Online
New Style Company,34462,1/3/2021,South,Karnataka,Hubli,Boots,3814,81,308934,77686.93121,Offline
Top Footwear Company,82005,9/11/2021,West,Maharashtra,Mumbai,Formal Shoes,789,65,51285,14465.69553,Offline
Exclusive Journey Hub,59580,6/22/2023,East,West Bengal,Kolkata,Sneakers,3197,8,25576,6381.139612,Online
Exclusive Footwear Boutique,22382,8/23/2019,South,Karnataka,Bengaluru,Sandals,4546,61,277306,48618.52517,Offline
New Shoe Outlet,72342,10/3/2021,South,Karnataka,Hubli,Boots,1331,39,51909,9816.214094,Offline
Reliable Shoe Co,28024,12/18/2019,West,Maharashtra,Mumbai,Sandals,2968,86,255248,26521.80662,Offline
Urban Walk Mart,78618,6/17/2022,West,Maharashtra,Nagpur,Sneakers,951,16,15216,4533.980204,Offline
Best Journey Boutique,77242,6/28/2018,North,Punjab,Jalandhar,Sandals,1956,90,176040,39503.60349,Offline
Prime Footwear Place,21941,8/22/2022,South,Tamil Nadu,Chennai,Boots,4465,59,263435,43815.75198,Offline
Reliable Shoe Mart,99510,10/23/2021,South,Tamil Nadu,Madurai,Sandals,4917,78,383526,76872.34905,Offline
New Run Store,99541,12/15/2023,South,Karnataka,Hubli,Sneakers,2802,48,134496,17181.58335,Online
New Run Store,99541,6/15/2023,North,Punjab,Ludhiana,Boots,587,67,39329,9705.752504,Offline
Reliable Shoe Place,73287,11/13/2021,North,Punjab,Ludhiana,Heels,974,45,43830,11952.55098,Online
Great Fashion Hub,10423,3/21/2019,North,Punjab,Ludhiana,Heels,625,45,28125,4569.482568,Online
Exclusive Step Company,80745,6/27/2023,North,Punjab,Amritsar,Boots,2937,26,76362,22493.98175,Online
Best Trend Co,22065,7/7/2020,West,Maharashtra,Mumbai,Formal Shoes,2225,6,13350,1860.141977,Offline
Great Shoe Place,99115,5/1/2021,West,Maharashtra,Pune,Boots,1109,85,94265,24818.26357,Offline
Prime Step Company,17492,2/23/2020,South,Karnataka,Mysore,Heels,2071,96,198816,49222.24009,Online
Top Fashion Emporium,86111,5/16/2023,East,West Bengal,Darjeeling,Formal Shoes,1628,13,21164,5359.317357,Offline
Best Step Emporium,74025,2/2/2021,North,Punjab,Jalandhar,Formal Shoes,2742,71,194682,52169.71205,Offline
Fresh Style Store,31353,9/20/2022,North,Punjab,Ludhiana,Heels,2410,7,16870,3930.346246,Offline
Reliable Walk Place,14387,12/27/2018,North,Punjab,Amritsar,Sneakers,2196,10,21960,5560.809908,Online
Urban Path Hub,32675,6/5/2021,North,Punjab,Ludhiana,Boots,4259,51,217209,30903.31067,Offline
Fresh Step Co,32221,3/4/2020,West,Maharashtra,Mumbai,Sneakers,1368,15,20520,4491.752459,Online
Great Path Outlet,68821,11/17/2022,North,Punjab,Amritsar,Boots,2174,91,197834,40043.28885,Online
Urban Path Hub,32675,9/10/2022,South,Tamil Nadu,Madurai,Sandals,1202,51,61302,16556.96181,Offline
New Run Boutique,77711,4/26/2019,North,Punjab,Jalandhar,Sandals,1438,17,24446,3044.987143,Offline
Great Run Store,43888,12/21/2022,West,Maharashtra,Pune,Heels,3752,11,41272,5732.021737,Offline
Great Walk Mart,82118,3/21/2023,East,West Bengal,Darjeeling,Formal Shoes,3249,57,185193,44300.32935,Online
Prime Shoe Mart,78859,9/16/2020,North,Punjab,Amritsar,Formal Shoes,1057,54,57078,12954.78905,Online
Top Path Emporium,46367,3/27/2020,South,Tamil Nadu,Chennai,Formal Shoes,3393,94,318942,77929.82654,Offline
New Shoe Outlet,72342,10/14/2022,South,Tamil Nadu,Chennai,Boots,3143,95,298585,33905.9337,Offline
Great Step Place,42978,1/13/2019,South,Tamil Nadu,Chennai,Sandals,4393,93,408549,119340.7309,Online
Urban Path Hub,32675,7/15/2021,South,Karnataka,Hubli,Boots,4829,77,371833,79579.97076,Online
New Footwear Co,23352,9/10/2021,North,Punjab,Jalandhar,Formal Shoes,2644,38,100472,28864.06436,Online
Quality Walk Outlet,22827,8/25/2019,West,Maharashtra,Mumbai,Formal Shoes,4596,93,427428,115540.4409,Offline
Great Footwear Company,40913,10/30/2018,East,West Bengal,Kolkata,Sneakers,986,38,37468,10893.04192,Offline
Top Path Place,92034,12/23/2018,North,Punjab,Ludhiana,Sandals,2724,98,266952,57345.13693,Offline
Reliable Walk Place,14387,11/29/2021,South,Karnataka,Bengaluru,Sneakers,3706,44,163064,44012.53186,Online
Great Style Boutique,36829,4/29/2019,East,West Bengal,Kolkata,Heels,2224,62,137888,24598.30909,Offline
Urban Walk Place,23524,9/24/2021,South,Karnataka,Hubli,Sandals,1501,57,85557,18502.92709,Offline
Reliable Fashion Boutique,44304,6/25/2018,North,Punjab,Jalandhar,Sneakers,2038,29,59102,7693.974214,Online
Quality Shoe Place,38042,1/14/2021,West,Maharashtra,Pune,Boots,4143,75,310725,41000.1764,Offline
Great Fashion Co,29437,11/21/2023,South,Karnataka,Bengaluru,Heels,3049,49,149401,20140.83988,Offline
New Journey Co,19451,1/30/2019,South,Karnataka,Mysore,Heels,4853,59,286327,40973.55763,Online
Top Style Co,28078,10/11/2020,West,Maharashtra,Nagpur,Sandals,1010,35,35350,4364.398143,Online
New Step Outlet,56788,1/8/2020,West,Maharashtra,Pune,Boots,1644,95,156180,46631.58829,Offline
Top Footwear Company,82005,5/17/2018,East,West Bengal,Kolkata,Heels,3428,71,243388,51911.28226,Offline
Urban Style Store,30361,8/29/2021,South,Tamil Nadu,Chennai,Boots,3006,80,240480,26020.44341,Offline
New Journey Outlet,40578,8/25/2023,West,Maharashtra,Nagpur,Formal Shoes,4148,19,78812,11603.03105,Online
Prime Style Hub,66818,2/27/2023,East,West Bengal,Darjeeling,Formal Shoes,4634,73,338282,42283.78485,Online
Exclusive Fashion Company,17588,1/20/2022,West,Maharashtra,Nagpur,Boots,893,96,85728,11329.5294,Online
Exclusive Walk Company,80530,11/29/2018,North,Punjab,Jalandhar,Sandals,4257,36,153252,33761.9425,Offline
Quality Style Boutique,16925,4/5/2021,West,Maharashtra,Pune,Heels,3959,53,209827,31778.27664,Online
Prime Style Outlet,93978,2/15/2020,North,Punjab,Amritsar,Heels,1412,32,45184,7547.209876,Offline
Exclusive Fashion Company,17588,9/10/2018,South,Tamil Nadu,Chennai,Sandals,1380,53,73140,8385.220404,Offline
Great Style Boutique,36829,9/5/2020,South,Tamil Nadu,Coimbatore,Formal Shoes,3881,87,337647,87344.95749,Offline
Quality Journey Hub,81928,12/26/2019,East,West Bengal,Darjeeling,Sneakers,2928,78,228384,61972.72679,Offline
Great Fashion Emporium,56499,6/18/2021,West,Maharashtra,Mumbai,Boots,3264,30,97920,29022.74645,Offline
Best Journey Boutique,77242,8/15/2020,South,Karnataka,Mysore,Formal Shoes,1419,69,97911,13408.98267,Online
Reliable Fashion Mart,86336,1/15/2018,South,Karnataka,Bengaluru,Heels,4567,55,251185,55860.94209,Online
Great Shoe Boutique,54977,3/27/2020,South,Tamil Nadu,Madurai,Heels,4475,97,434075,94756.31029,Offline
Fresh Path Co,14643,11/8/2023,East,West Bengal,Kolkata,Sneakers,3692,71,262132,48512.31899,Offline
Best Journey Hub,98556,1/12/2022,East,West Bengal,Darjeeling,Sneakers,4197,54,226638,63047.21095,Online
Great Step Co,54022,3/8/2021,East,West Bengal,Darjeeling,Sneakers,2125,87,184875,35434.8172,Online
Great Shoe Co,39528,12/22/2020,North,Punjab,Jalandhar,Sneakers,2863,91,260533,48715.00819,Online
Top Footwear Place,80001,4/12/2022,North,Punjab,Amritsar,Heels,848,39,33072,9875.544041,Offline
Reliable Run Boutique,51945,8/14/2021,South,Karnataka,Bengaluru,Sneakers,1749,94,164406,44065.79358,Online
Prime Walk Outlet,84698,10/8/2018,North,Punjab,Ludhiana,Heels,1862,78,145236,21818.3256,Online
Top Fashion Mart,42268,12/21/2018,East,West Bengal,Howrah,Formal Shoes,1862,92,171304,49988.34436,Online
New Journey Outlet,40578,5/2/2023,South,Karnataka,Mysore,Sandals,863,62,53506,7878.852245,Online
Best Trend Co,22065,8/7/2019,South,Karnataka,Bengaluru,Sneakers,2519,32,80608,16412.39359,Offline
Prime Run Company,29246,5/22/2020,North,Punjab,Jalandhar,Formal Shoes,3440,95,326800,73878.96839,Offline
Urban Style Company,36146,6/27/2022,North,Punjab,Jalandhar,Boots,2460,45,110700,22640.55747,Offline
Prime Step Company,17492,9/25/2019,West,Maharashtra,Mumbai,Boots,1090,69,75210,16806.7812,Online
Reliable Style Mart,20591,5/24/2019,East,West Bengal,Kolkata,Sandals,2145,58,124410,27913.42936,Offline
